"ControlID","Status","FeatureName","ResourceGroupName","ResourceName","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","IsControlInGrace","SupportsAutoFix","Description","Recommendation","ResourceId","DetailedLogFile"
"Azure_VirtualMachine_SI_ASC_Recommendations","Passed","VirtualMachine","rg_iaas_001","vm001001","High","No","No","No","No","Virtual Machine must implement all the flagged ASC recommendations.","First, examine the detailed AzSK log file for this VM to find out the specific recommendations this control is currently failing for. Review the ASC documentation for those recommendations and implement the suggested fixes. (Note: Not all ASC recommendations are flagged by AzSK. So the first step is critical.). Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-virtual-machine-recommendations","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_Audit_Enable_Diagnostics","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","No","No","No","Diagnostics (IaaSDiagnostics extension on Windows; LinuxDiagnostic extension on Linux) must be enabled on Virtual Machine","Go to Azure Portal --> VM Properties --> Diagnostics settings --> Enable guest-level-monitoring. Refer: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/azure-diagnostics","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_NetSec_Dont_Open_Management_Ports","Failed","VirtualMachine","rg_iaas_001","vm001001","Critical","No","No","No","No","Do not leave management ports open on Virtual Machines","Go to Azure Portal --> VM Settings --> Networking --> Inbound security rules --> Select security rule which allows management ports (e.g. RDP-3389, WINRM-5985, SSH-22) --> Click 'Deny' under Action --> Click Save.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Enable_Vuln_Solution","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Vulnerability assessment solution should be installed on VM","To install vulnerability assessment solution, please refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-vulnerability-assessment-recommendations","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Deploy_GuestConfig_Extension","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Guest Configuration extension must be deployed to the VM using Azure Policy assignment","This control checks that the VM meets the following criteria: [a] Guest Configuration Extension is installed and provisioned successfully, [b] 'SystemAssigned' managed identity (MSI) is enabled for the VM. Both, the required Guest Configuration extension and a system-assigned MSI, will be automatically deployed and configured when the machine is in scope for an Azure Policy assignment that includes definitions in the Guest Configuration category.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_GuestConfig_Policy_Health","Passed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Guest config extension should report compliant status for all in-guest policies.","Run Get-AzVMGuestPolicyStatus -ResourceGroupName <VM Resource group name> -VMName <VM Name> to get further details like Compliance reason, last check time etc. and ensure that the issues are resolved.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Deploy_Required_Extensions","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","All VM extensions required as per your Org policy must be deployed to the VM","Please look at the detailed AzSK scan logs to determine missing or unhealthy extensions and fix them using command: Set-AzVMExtension -ResourceGroupName '<VM Resource Group Name}>'  -VMName  '<VM Resource Name>'  -Name '<Extension Name>' -Publisher '<Publisher>' -Type '<ExtensionType>'","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Failed","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthN_Use_AAD_Based_Access","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Use AAD-based access for storage account","Refer: https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/overview, https://docs.microsoft.com/en-us/azure/storage/common/storage-auth-aad-msi ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Use_IP_ACL","Manual","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Clients_Use_SAS","Manual","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","No","No","No","No","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_KeyVault_AuthN_Use_Cert_Auth_for_Apps","Passed","KeyVault","rg_sample_001","kv001demo001","High","No","No","No","No","Azure Active Directory applications, which have access to Key Vault, must use certificate to authenticate to Key Vault","Remove any password credentials from Azure AD Applications and use certificate credentials instead. Run command Remove-AzureADApplicationPasswordCredential -InformationAction '{ActionPreference}' -InformationVariable '{InformationVariable}' -KeyId '{KeyId}' -ObjectId '{ObjectId}'. Refer: https://docs.microsoft.com/en-us/powershell/module/azuread/remove-azureadapplicationpasswordcredential?view=azureadps-2.0, https://docs.microsoft.com/en-us/azure/active-directory/develop/active-directory-certificate-credentials#register-your-certificate-with-azure-ad","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_AuthN_Dont_Share_KeyVault_Unless_Trust","Passed","KeyVault","rg_sample_001","kv001demo001","High","Yes","No","No","No","Applications must not share a Key Vault unless they trust each other and they need access to the same secrets at runtime","Ensure that there is a clear need for apps to share secrets if they are sharing a Key Vault. Else setup independent Key Vaults for each application.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_AuthZ_Grant_Min_RBAC_Access","Verify","KeyVault","rg_sample_001","kv001demo001","High","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Key Vault. Run command Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '{scope}' -RoleDefinitionName '{role definition name}'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help. Assign 'Key Vault Contributor' RBAC role to developers who need to manage Key Vault configurations. Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-secure-your-key-vault, https://docs.microsoft.com/en-us/azure/active-directory/role-based-access-control-manage-access-powershell","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_AuthZ_Grant_Min_Access_policies","Verify","KeyVault","rg_sample_001","kv001demo001","High","No","No","No","No","All Key Vault access policies must be defined with minimum required permissions to keys and secrets","Use command Set-AzKeyVaultAccessPolicy -VaultName '{VaultName}' -ResourceGroupName '{ResourceGroupName}' -PermissionsToKeys '{PermissionsToKeys}' -PermissionsToSecrets '{PermissionsToSecrets}' -PermissionsToCertificates '{PermissionsToCertificates}' -ObjectId '{ObjectId}'. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/Set-AzKeyVaultAccessPolicy","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_AuthZ_Configure_Advanced_Access_Policies","Passed","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Advanced access policies must be configured on a need basis","Remove any advanced policies that are not required using the command: Remove-AzKeyVaultAccessPolicy -VaultName '{VaultName}' -ResourceGroupName '{ResourceGroupName}' -EnabledForDeployment -EnabledForTemplateDeployment -EnabledForDiskEncryption. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/Remove-AzKeyVaultAccessPolicy","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_DP_Keys_Protect_By_HSM","Manual","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","All Keys in Key Vault must be protected by HSM [Key Type = HSM Protected Key]","Remove the non-HSM keys and recreate the removed ones within a destination Key Vault of type HSM. Run command Remove-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' to remove non-HSM key. Use command Add-AzKeyVaultKey -VaultName '{VaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' -Destination 'HSM' -KeyOps '{KeyOps}'. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/remove-azkeyvaultkey, https://docs.microsoft.com/en-us/powershell/module/az.keyvault/add-azkeyvaultkey","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_DP_Keys_Secrets_Check_Expiry_Date","Manual","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","All Keys and Secrets in Key Vault must have expiration dates","(The status for this control has been marked as 'Manual' because elevated (Co-Admin/Owner/Contributor, as applicable) permission is required to check security configuration for this resource. You can re-run the control with the appropriate privilege.) To add an expiry date to keys, run command: Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}'. Expiry date should not be more than 365 days for keys. To add an expiry date to secrets, run command: Update-AzKeyVaultSecret -VaultName '{KeyVaultName}' -Name '{SecretName}' -Expires '{ExpiryDate}', Expiry date should not be more than 180 days for secrets.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_Audit_Enable_Diagnostics_Log","Failed","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Diagnostics logs must be enabled with a retention period of at least 365 days.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_AuthN_Key_Min_Operation","Manual","KeyVault","rg_sample_001","kv001demo001","High","No","No","No","No","Restrict the cryptographic operations permitted using keys to the ones actually required","Run command Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -KeyOps '{KeyOps}'. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/update-azkeyvaultkey","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_SI_Enable_SoftDelete","Failed","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Soft delete must be enabled to allow recovery of deleted Key Vault and any objects (keys, secrets, etc.) contained in it.","Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-soft-delete-powershell to enable soft delete feature on Key Vault.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_Avoid_Excessive_Versions_Keys_Secrets","Manual","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Too many versions of keys or secrets should not be in use.","Disable older versions of keys and secrets that are no longer required. Go to the Azure Portal > Key Vault > Settings > Keys or Secrets. Select the key or secret that has too many versions, and choose the version that needs to be disabled. Set 'Enabled' attribute as 'No'. For more on the Azure Key Vault service limits, refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-service-limits","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_DP_Identify_Roles","Manual","KeyVault","rg_sample_001","kv001demo001","High","No","No","No","No","Key Vault owner must grant minimum required access to keys/secrets based on individual roles (Developer/Operator/Auditor/Security Team)","Key Vault owner must identify different roles that need various levels of access on keyvault keys/secrets and configure them using a least privilege model. Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-secure-your-key-vault","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_DP_Rotate_Key_Periodocally","Manual","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Keys/secrets must be rotated periodically","Rotate the keys and secrets at regular intervals. Run command: Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' -Version '{Version}' to generate new version for key. Run command: Update-AzKeyVaultSecret -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' -Version '{Version}' to generate new version for secret.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_KeyVault_Audit_Review_Logs","Manual","KeyVault","rg_sample_001","kv001demo001","Medium","No","No","No","No","Diagnostic logs for Key Vault must be reviewed periodically","Review diagnostic logs at regular intervals for different operations carried out on keys and secrets. Refer: https://docs.microsoft.com/en-us/azure/log-analytics/log-analytics-azure-key-vault","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_sample_001/providers/Microsoft.KeyVault/vaults/kv001demo001","/rg_sample_001/KeyVault.LOG"
"Azure_VNet_NetSec_Justify_PublicIPs","Passed","VirtualNetwork","rg_spoke_001","spoke001","High","No","No","No","No","Minimize the number of Public IPs (i.e. NICs with PublicIP) on a virtual network","Unutilized Public IP address must be removed from virtual network. For more information visit: https://docs.microsoft.com/en-us/powershell/module/az.network/remove-azpublicipaddress","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
"Azure_VNet_NetSec_Justify_IPForwarding_for_NICs","Passed","VirtualNetwork","rg_spoke_001","spoke001","High","No","No","No","No","Use of IP Forwarding on any NIC in a virtual network should be scrutinized","Disable IP Forwarding unless it has been reviewed and approved by network security team. Go to Azure Portal --> Navigate to VM NIC (where IP Forwarding is enabled) --> IP Configurations --> IP Forwarding settings --> Click on 'Disabled'.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
"Azure_VNet_NetSec_Configure_NSG","Failed","VirtualNetwork","rg_spoke_001","spoke001","Medium","No","No","No","No","NSG should be used for subnets in a virtual network to permit traffic only on required inbound/outbound ports. NSGs should not have a rule to allow any-to-any traffic","Configure NSG rules to be as restrictive as possible via: (a) Azure Portal -> Network security groups -> <Your NSG> -> Inbound security rules -> Edit 'Allow' action rules. (b) Azure Portal -> Network security groups. -> <Your NSG> -> Outbound security rules -> Edit 'Allow' action rules.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
