"ControlID","Status","FeatureName","ResourceGroupName","ResourceName","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","IsControlInGrace","SupportsAutoFix","Description","Recommendation","ResourceId","DetailedLogFile"
"Azure_VNet_AuthZ_Grant_Min_RBAC_Access","Verify","VirtualNetwork","rg_spoke_001","spoke001","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Virtual Network. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
"Azure_VNet_NetSec_Justify_Gateways","Passed","VirtualNetwork","rg_spoke_001","spoke001","High","No","No","No","No","Presence of any virtual network gateways (GatewayType = VPN/ExpressRoute) in the virtual network must be justified","You can remove virtual network gateways using the Remove-AzVirtualNetworkGateway command (unless their presence has been approved by network security team). Run 'Get-Help Remove-AzVirtualNetworkGateway -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
"Azure_VNet_NetSec_Justify_Peering","Passed","VirtualNetwork","rg_spoke_001","spoke001","High","No","No","No","No","Use of any virtual network peerings should be justified","You can remove any virtual network peerings using the Remove-AzVirtualNetworkPeering command (unless their presence has been approved by network security team). Run 'Get-Help Remove-AzVirtualNetworkPeering -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_spoke_001/providers/Microsoft.Network/virtualNetworks/spoke001","/rg_spoke_001/VirtualNetwork.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthN_Use_AAD_Based_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Use AAD-based access for storage account","Refer: https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/overview, https://docs.microsoft.com/en-us/azure/storage/common/storage-auth-aad-msi ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Use_IP_ACL","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Clients_Use_SAS","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","High","No","No","No","No","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch000","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch000","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthN_Use_AAD_Based_Access","Verify","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Use AAD-based access for storage account","Refer: https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/overview, https://docs.microsoft.com/en-us/azure/storage/common/storage-auth-aad-msi ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Use_IP_ACL","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Clients_Use_SAS","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","High","No","No","No","No","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","rg_test_3m27K1eM","sacf6iyfnbch001","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_test_3m27K1eM/providers/Microsoft.Storage/storageAccounts/sacf6iyfnbch001","/rg_test_3m27K1eM/Storage.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","tfstate","tfdemo001","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","tfstate","tfdemo001","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Passed","Storage","tfstate","tfdemo001","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","tfstate","tfdemo001","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthN_Use_AAD_Based_Access","Verify","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Use AAD-based access for storage account","Refer: https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/overview, https://docs.microsoft.com/en-us/azure/storage/common/storage-auth-aad-msi ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthZ_Use_IP_ACL","Manual","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthZ_Clients_Use_SAS","Manual","Storage","tfstate","tfdemo001","High","No","No","No","No","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","tfstate","tfdemo001","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","tfstate","tfdemo001","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/tfstate/providers/Microsoft.Storage/storageAccounts/tfdemo001","/tfstate/Storage.LOG"
